año,Importe del contrato,Código del contrato,Proveedor o contratista,Siglas de la Institución,producto,Número del procedimiento,Descripción 3,Tipo de contratación,dia,Fecha de inicio del contrato
2022,2475986.2,2838282,DISTRIBUIDORA MEDICO TECNICA LA UNION SA DE C,IMSS,Servicios,LA-050GYR041-E119-2022,,Adquisiciones,08-06-2023,2022-06-14
2021,160177.5,2656739,PACIFIC YOUNGS SA DE CV,SEDENA,,LA-007000999-E1103-2021,,Adquisiciones,08-06-2023,2021-12-17
2022,1012875.0,2823266,ASESORIA Y PROVEEDORA DE EQUIPOS PARA LABORAT,INPER,Servicios,LA-012NDE001-E237-2022,,Servicios,08-06-2023,2022-04-08
2022,3561500.0,2903239,MANPREC SA DE CV,IMSS,Refrigeracion,LA-050GYR040-E32-2022,,Adquisiciones,08-06-2023,2022-02-11
2021,15026.0,2659322,XOCHITL CECILIA ROSAS BARREDA,VER,,IA-930019999-E12-2021,,Adquisiciones,08-06-2023,2021-12-29
2021,282778.0,2570064,SEPROIB S DE RL DE CV,SEMAR,Servicios,IA-013000999-E735-2021,,Servicios,08-06-2023,2021-08-13
2021,2038650.0,2570070,TECNOLOGIA BIOMEDICA INTEGRAL SA DE CV,SEMAR,Servicios,IA-013000999-E735-2021,,Servicios,08-06-2023,2021-08-13
2021,378756.0,2660275,GLOBAL SERVICES PERFORMANCE HARR SA DE CV,IMSS,Servicios,LA-050GYR998-E234-2021,,Servicios,08-06-2023,2021-12-13
2022,231750.0,2810771,MICROTECNOLOGIA BIOMEDICA DE MEXICO SA DE CV,IMSS,Servicios,LA-050GYR027-E370-2021,,Adquisiciones,08-06-2023,2022-01-01
2021,311285.0,2582934,KYLMA SERVICIOS DE INGENIERIA SA DE CV,SSA,Servicios,AA-012000991-E224-2021,,Servicios,08-06-2023,2021-07-01
2022,460412.0,2823445,CONSERVACION A CLINICAS Y HOSPITALES SA DE CV,INPER,Servicios,LA-012NDE001-E237-2022,,Servicios,08-06-2023,2022-04-08
2022,1513302.31,2823494,SERVICIENTIFICA-MEDICA SA DE CV,INPER,Servicios,LA-012NDE001-E237-2022,,Servicios,08-06-2023,2022-04-08
2022,129925598.0,2938814,ELECTRONICA Y MEDICINA SA,ISSSTE,Radioterapia,AA-051GYN020-E117-2022,,Adquisiciones,08-06-2023,2022-12-26
2022,317960.0,2802793,JOSE GUADALUPE BONIFACIO MUNOZ,HJM,Servicios,AA-012NAW001-E379-2022,,Servicios,08-06-2023,2022-06-28
2022,173791.8,2939507,MARKET SOLUTIONS ATMOSPHERA S DE RL DE CV,TAB,Accesorios,AA-927001975-E18-2022,,Adquisiciones,08-06-2023,2022-09-22
2021,330213.0,2620017,ASPELAB DE MEXICO SA DE CV,INCARD,,AA-012NCA001-E1183-2021,,Adquisiciones,08-06-2023,2021-10-11
2021,19004.31,2620048,INFRA SA DE CV,IPICYT,Laboratorio,AA-03891W001-E327-2021,,Adquisiciones,08-06-2023,2021-10-27
2021,384129.0,2620056,ASPELAB DE MEXICO SA DE CV,INCARD,,AA-012NCA001-E1184-2021,,Adquisiciones,08-06-2023,2021-10-11
2022,65500000.0,2938763,SAVARE MEDIKA SA DE CV,ISSSTE,Resonancia magnetica,AA-051GYN020-E114-2022,,Adquisiciones,08-06-2023,2022-12-26
2021,41842.0,2620072,CLIMACAR CLIMAS Y ACCESORIOS CARVAJAL SA DE C,IPICYT,Laboratorio,AA-03891W001-E327-2021,,Adquisiciones,08-06-2023,2021-10-27
2022,34470.0,2856776,MARGARITO ISLAS APOLONIO,CONAGUA,Servicios,AA-016B00022-E18-2022,,Servicios,08-06-2023,2022-12-09
2022,60995234.0,2938856,ELECTRONICA Y MEDICINA SA,ISSSTE,Radioterapia,AA-051GYN020-E120-2022,,Adquisiciones,08-06-2023,2022-12-26
2021,435000.0,2581983,ELECTROMEDICA AVILA SA DE CV,HJM,Servicios,AA-012NAW001-E602-2021,,Servicios,08-06-2023,2021-09-01
2021,70239.3,2658292,LAB TECH INSTRUMENTACION SA DE CV,CICY,Mesas,AA-03890Q010-E328-2021,,Adquisiciones,08-06-2023,2021-08-09
2021,3131869.97,2612954,HOSPITIUM SOLUTIONS SA DE CV,SEMAR,,IA-013000999-E1074-2021,,Adquisiciones,08-06-2023,2021-10-12
2021,49850.0,2612945,OXYVENT SA DE CV,SEMAR,Servicios,AA-013000999-E1348-2021,,Servicios,08-06-2023,2021-10-11
2021,212150.0,2582100,ROBERTO BLANCO LUNAR,CONAGUA,Servicios,IA-016B00015-E62-2021,,Servicios,08-06-2023,2021-09-03
2022,76800.0,2811077,REMA INSTRUMENTACION SA DE CV,IMP,Servicios,AA-018T0O004-E208-2022,,Servicios,08-06-2023,2022-08-06
2022,86206.9,2882717,JOSE AUGUSTO ROSALES LOERA,CONAGUA,Servicios,AA-016B00034-E21-2022,,Servicios,08-06-2023,2022-03-10
2022,411825.0,2870217,FRESENIUS KABI MEXICO SA DE CV,IMSS,Consumibles,IA-050GYR071-E72-2022,,Adquisiciones,08-06-2023,2022-09-26
2022,193965.48,2939242,HEIMALL SURTIDOS ESPECIALIZADOS S DE RL DE CV,TAB,Camas,AA-927001975-E14-2022,,Adquisiciones,08-06-2023,2022-09-21
2022,91667.0,2883989,KYLMA SERVICIOS DE INGENIERIA SA DE CV,HJM,Servicios,AA-012NAW001-E765-2022,,Servicios,08-06-2023,2022-12-10
2021,489610.0,2614199,DEMANT MEXICO SA DE CV,INR,Servicios,AA-012NDF999-E648-2021,,Servicios,08-06-2023,2021-06-16
2021,16214.0,2568948,GRADO MEDICO DE OCCIDENTE SA DE CV,IMSS,Consumibles,AA-050GYR033-E225-2021,,Adquisiciones,08-06-2023,2021-08-17
2021,160000.0,2470142,OMAR ARTURO VERA SANTOS,CINVESTAV,Laboratorio,AA-011L4J992-E9-2021,,Adquisiciones,08-06-2023,2021-03-10
2021,94713.0,2568956,DEWIMED SA,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2021,102586.21,2535816,NUEVA TECNOLOGIA EN LABORATORIOS,CIAD,,AA-0389ZY998-E222-2021,,Adquisiciones,08-06-2023,2021-06-08
2022,276431.0,2901641,INGENIERIA EN EQUIPOS MEDICOS VALMA SA DE CV,IMSS,,AA-050GYR035-E184-2022,,Adquisiciones,08-06-2023,2022-09-14
2022,78660.0,2819781,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E66-2022,,Adquisiciones,08-06-2023,2022-08-06
2021,9100.0,2537734,VITER MEDICAL SA DE CV,IMSS,,LA-050GYR024-E334-2021,,Adquisiciones,08-06-2023,2021-07-05
2021,2950000.0,2537739,ISM INNOVA SALUD MEXICO S A P I DE CV,IMSS,,LA-050GYR024-E334-2021,,Adquisiciones,08-06-2023,2021-07-05
2021,128113.13,2655556,LUCILA RUBICELA HERNANDEZ CRUZ,INSP,Laboratorio,AA-012NDY002-E151-2021,,Adquisiciones,08-06-2023,2021-10-27
2022,90345.25,2864905,DEWIMED SA,IMSS,Servicios,IA-050GYR069-E46-2022,,Servicios,08-06-2023,2022-09-21
2021,35375850.0,2613437,DISTRIBUIDORA WESLY SA DE CV,IMSS,Camas,AA-050GYR040-E32-2021,,Adquisiciones,08-06-2023,2021-10-19
2021,2499112.0,2531150,FLEXUS SA DE CV,IMSS,Servicios,LA-050GYR002-E113-2021,,Servicios,08-06-2023,2021-06-10
2022,20880.0,2879228,PROVEEDORA INTEGRAL DE EMPRESAS SA DE CV,SEMAR,,AA-013000999-E1344-2022,,Adquisiciones,08-06-2023,2022-06-10
2022,164850.0,2839311,METENGINEERS SA DE CV,IPN,Servicios,AA-011B00001-E3662-2022,,Servicios,08-06-2023,2022-05-09
2022,75833.55,2943308,APPLIED BIOSYSTEMS DE MEXICO S DE RL DE CV,CICY,Servicios,AA-03890Q010-E237-2022,,Servicios,08-06-2023,2022-11-22
2022,9412873.0,2879315,BIONCOMED SA DE CV,SEMAR,Mastografia,AA-013000999-E1344-2022,,Adquisiciones,08-06-2023,2022-06-10
2022,77226.0,2903727,QUANTUM D-O ANALYTICAL SA DE CV,LICONSA,Servicios,AA-008VST980-E48-2022,,Servicios,08-06-2023,2022-10-14
2022,82000.0,2964875,MATILDE DEL SOCORRO MENA ACOSTA,IMSS,Servicios,AA-050GYR063-E62-2022,,Servicios,08-06-2023,2022-08-30
2022,1376989.12,2805997,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Servicios,LA-050GYR051-E124-2022,,Servicios,08-06-2023,2022-06-27
2022,160000.0,2704822,MEDTRONIC S DE RL DE CV,INCARD,Servicios,AA-012NCA001-E244-2022,,Adquisiciones,08-06-2023,2022-02-22
2021,1033533.03,2591714,GRUPO ORINLA SA DE CV,IMSS,Servicios,AA-050GYR024-E557-2021,,Servicios,08-06-2023,2021-09-03
2021,800000.0,2614363,MEDTRONIC S DE RL DE CV,INCARD,,AA-012NCA001-E1124-2021,,Adquisiciones,08-06-2023,2021-10-11
2022,229500.0,2838569,ABASTECEDOR MEDICO HOSPITALARIO SA DE CV,IMSS,,AA-050GYR082-E76-2022,,Adquisiciones,08-06-2023,2022-07-20
2021,119970.0,2568935,GRUPO MORAVI SA DE CV,IMSS,Consumibles,AA-050GYR033-E225-2021,,Adquisiciones,08-06-2023,2021-08-17
2022,263492.0,2909091,ASESORIA Y PROVEEDORA DE EQUIPOS PARA LABORAT,IMSS,Servicios,IA-050GYR008-E256-2022,,Servicios,08-06-2023,2022-08-11
2021,209217.8,2569700,SPECTRIS MEXICO,HIM,Servicios,AA-012NBG003-E428-2021,,Servicios,08-06-2023,2021-08-13
2022,61986.0,2906652,AGILENT TECHNOLOGIES MEXICO S DE RL DE CV,IMP,Servicios,AA-018T0O004-E368-2022,,Adquisiciones,08-06-2023,2022-10-14
2022,6450000.0,2935821,INTEGRAL FMS CONSULTING BUSINESS SA DE CV,ISSSTE,Laboratorio,AA-051GYN020-E108-2022,,Adquisiciones,08-06-2023,2022-12-23
2021,6428690.0,2570099,BIO NATURA INGENIERIA SA DE CV,SEMAR,Servicios,IA-013000999-E735-2021,,Servicios,08-06-2023,2021-08-13
2022,43499.0,2839397,JOSE LUIS ALFARO VERA,IMP,Servicios,AA-018T0O004-E180-2022,,Servicios,08-06-2023,2022-07-27
2022,6662128.1,2879254,HOSPITIUM SOLUTIONS SA DE CV,SEMAR,,AA-013000999-E1344-2022,,Adquisiciones,08-06-2023,2022-06-10
2022,1697090.0,2879270,HEALTHCARE SYSTEMS DE MEXICO SA DE CV,SEMAR,,AA-013000999-E1344-2022,,Adquisiciones,08-06-2023,2022-06-10
2022,4593456.92,2879283,DEWIMED SA,SEMAR,,AA-013000999-E1344-2022,,Adquisiciones,08-06-2023,2022-06-10
2022,122862.0,2879298,CONSORCIO ADMINISTRATIVO Y COMERCIAL TOCA S D,SEMAR,,AA-013000999-E1344-2022,,Adquisiciones,08-06-2023,2022-06-10
2022,977354.16,2806102,CORPORATIVO EN SERVICIOS DE INGENIERIA MEDICA,IMSS,Servicios,LA-050GYR051-E128-2022,,Servicios,08-06-2023,2022-01-07
2022,93375.0,2838515,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E76-2022,,Adquisiciones,08-06-2023,2022-07-19
2022,34815.0,2838521,ABASTECEDOR MEDICO HOSPITALARIO SA DE CV,IMSS,,AA-050GYR082-E76-2022,,Adquisiciones,08-06-2023,2022-07-19
2021,427334.0,2532556,JUAMA SA DE CV,CRAE,Servicios,AA-012M7A001-E223-2021,,Servicios,08-06-2023,2021-09-20
2021,45100.0,2669066,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,,AA-050GYR082-E44-2021,,Adquisiciones,08-06-2023,2021-09-20
2021,365689.65,2613392,SERGIO NICOLAS GARCIA,SSA,Servicios,AA-012000991-E298-2021,,Servicios,08-06-2023,2021-09-08
2021,420000.0,2613500,MANUEL BUCIO PEREZ,SSA,Servicios,AA-012000991-E303-2021,,Servicios,08-06-2023,2021-09-08
2021,930731.6,2582537,MERCK SA DE CV,INER,Sistemas,AA-012NCD001-E385-2021,,Adquisiciones,08-06-2023,2021-08-24
2022,47869.52,2942369,MAS INSTRUMENTOS SA DE CV,CICY,Servicios,AA-03890Q010-E227-2022,,Servicios,08-06-2023,2022-11-30
2021,199680.0,2582730,CARL ZEISS DE MEXICO SA DE CV,INER,Camaras,AA-012NCD001-E396-2021,,Adquisiciones,08-06-2023,2021-08-25
2022,208776.17,2851823,MAXIDISTRIBUIDORA CAANAN SA DE CV,IPN,Laboratorio,LA-011B00001-E2958-2022,,Adquisiciones,08-06-2023,2022-08-30
2021,686401.5,2582745,DE VECCHI INGENIEROS SA DE CV,IMSS,Consumibles,AA-050GYR067-E218-2021,,Adquisiciones,08-06-2023,2021-09-03
2022,106250.0,2871462,SERVICIOS DE INGENIERIA EN MEDICINA SA DE CV,INCMNSZ,Monitoreo,AA-012NCG001-E1810-2022,,Adquisiciones,08-06-2023,2022-08-24
2021,41890.0,2565318,NIHON KOHDEN MEXICO SA DE CV,INCMNSZ,Monitoreo,AA-012NCG001-E1014-2021,,Adquisiciones,08-06-2023,2021-07-26
2021,33135.0,2565329,NIHON KOHDEN MEXICO SA DE CV,INCMNSZ,Servicios,AA-012NCG001-E1017-2021,,Adquisiciones,08-06-2023,2021-07-26
2021,1435896.0,2473554,ADVANCED STERILIZATION S DE RL DE CV,SEDENA,Servicios,LA-007000999-E759-2020,,Servicios,08-06-2023,2021-01-01
2021,866970.0,2473565,PAK BIOMEDLAND TECH CARE SA DE CV,SEDENA,Servicios,LA-007000999-E759-2020,,Servicios,08-06-2023,2021-01-01
2021,91650.0,2565333,NIHON KOHDEN MEXICO SA DE CV,INCMNSZ,Monitoreo,AA-012NCG001-E1018-2021,,Adquisiciones,08-06-2023,2021-07-26
2022,666000.0,2913958,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO SA,IMSS,,LA-050GYR025-E213-2022,,Adquisiciones,08-06-2023,2022-10-22
2022,93040.18,2877617,LECO MEXICO S DE RL DE CV,COLPOS,Servicios,AA-008IZC999-E244-2022,,Servicios,08-06-2023,2022-05-10
2022,30961.18,2800436,LAB TECH INSTRUMENTACION SA DE CV,IMSS,Servicios,LA-050GYR051-E94-2022,,Adquisiciones,08-06-2023,2022-10-06
2022,104940.0,2848125,BIOMEDICA RAROCH SA DE CV,IMSS,Servicios,LA-050GYR017-E187-2022,,Servicios,08-06-2023,2022-07-18
2022,147060.0,2695437,PROMEDICA GARCIA SA DE CV,IMSS,Servicios,AA-050GYR058-E41-2022,,Adquisiciones,08-06-2023,2022-01-20
2022,3869516.0,2906253,SILVERA CIENCIA E INGENIERIA SA DE CV,INCARD,Laboratorio,AA-012NCA001-E1081-2022,,Adquisiciones,08-06-2023,2022-11-14
2022,75671.55,2913512,INELAB SA DE CV,MICH,Servicios,AA-916011999-E65-2022,,Servicios,08-06-2023,2022-07-12
2021,46345.31,2569067,MEDSOLUTIONS SA DE CV,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2022,131868.0,2831432,GRUPO INTEGRAL ELECTROMEDICO SA DE CV,INPER,Servicios,AA-012NDE001-E254-2022,,Servicios,08-06-2023,2022-07-13
2021,64780.0,2568975,FLEXUS SA DE CV,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2021,73280.0,2569003,GLV GENERAL DE INSUMOS SA,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2022,31500.0,2838524,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E76-2022,,Adquisiciones,08-06-2023,2022-07-19
2022,161564.0,2838561,SOPORTE MEDICO INTEGRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E76-2022,,Adquisiciones,08-06-2023,2022-07-20
2022,7546679.12,2850038,ACCESORIOS PARA LABORATORIOS SA DE CV,INMEGEN,Laboratorio,IA-012NCH001-E95-2022,,Adquisiciones,08-06-2023,2022-08-08
2022,180000.0,2842655,MICRA NANOTECNOLOGIA SA DE CV,ININ,Servicios,AA-018T0Q003-E23-2022,,Servicios,08-06-2023,2022-08-08
2021,879998.44,2619899,BIOMEDICA RAROCH SA DE CV,IMSS,Servicios,LA-050GYR022-E120-2021,,Servicios,08-06-2023,2021-05-28
2021,100209.99,2613476,MULTINEGOCIOS PROFESIONALES HO SA DE CV,SSA,Servicios,AA-012000991-E302-2021,,Servicios,08-06-2023,2021-08-27
2021,5292000.0,2613485,ALTA TECNOLOGIA EN EQUIPO MEDICO ISAGEI SA DE,IMSS,Camas,AA-050GYR040-E32-2021,,Adquisiciones,08-06-2023,2021-10-19
2022,168400.0,2833063,GRUPO INTEGRAL ELECTROMEDICO SA DE CV,INPER,Servicios,AA-012NDE001-E262-2022,,Servicios,08-06-2023,2022-07-14
2021,190000.0,2603199,DISTRIBUIDORA LGSCIENCE SA DE CV,CINVESTAV,Microscopio,AA-011L4J995-E1302-2021,,Adquisiciones,08-06-2023,2021-10-08
2022,231200.0,2728634,LABZ DISTRIBUIDORA MEDICA SA DE CV,IMSS,Consumibles,AA-050GYR012-E63-2022,,Adquisiciones,08-06-2023,2022-03-24
2021,150215.63,2645532,CONTROL TECNICO Y REPRESENTACIONES SA DE CV,CIAD,Laboratorio,AA-0389ZY998-E536-2021,,Adquisiciones,08-06-2023,2021-10-28
2022,157000.0,2843733,PAULETTE KIBRIT BUCAY,HRAEV,Servicios,AA-012NBT999-E870-2022,,Adquisiciones,08-06-2023,2022-01-08
2021,480951.0,2649427,PHYSICAL ELECTRONICS USA,CIQA,Servicios,AA-03890U001-E24-2021,,Servicios,08-06-2023,2021-02-09
2021,181400.0,2627349,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,INER,,AA-012NCD001-E524-2021,,Adquisiciones,08-06-2023,2021-10-12
2021,46302.4,2627359,STRYKER MEXICO SA DE CV,INER,Camas,AA-012NCD001-E534-2021,,Adquisiciones,08-06-2023,2021-10-12
2022,2995000.0,2903742,SUMINISTRO PARA USO MEDICO Y HOSPITALARIO SA,SAP,Servicios,AA-012N00001-E37-2022,,Servicios,08-06-2023,2022-10-20
2022,517241.38,2692577,ROBERTO OLAN DE DIOS,IMSS,Servicios,AA-050GYR001-E506-2021,,Servicios,08-06-2023,2022-01-02
2021,185050.0,2627356,QUALITY MEDICAL SERVICE SA DE CV,INER,Laboratorio,AA-012NCD001-E531-2021,,Adquisiciones,08-06-2023,2021-10-12
2021,35000.0,2627352,DISTRIBUIDORA MEDICA INTEGRAL TIMED SA DE CV,INER,,AA-012NCD001-E527-2021,,Adquisiciones,08-06-2023,2021-10-12
2021,89357.89,2627354,APPLIED BIOSYSTEMS DE MEXICO S DE RL DE CV,INER,Laboratorio,AA-012NCD001-E529-2021,,Adquisiciones,08-06-2023,2021-10-12
2021,3187662.0,2570209,SISTEMAS E IMPLEMENTOS EMPRESARIALES,MICH,Servicios,LA-916048998-E47-2021,,Adquisiciones,08-06-2023,2021-05-19
2021,4284000.0,2473582,ALEJANDRA MORA MENDOZA,SEDENA,Servicios,LA-007000999-E759-2020,,Servicios,08-06-2023,2021-01-01
2021,399980.0,2660453,GLOBAL SERVICES PERFORMANCE HARR SA DE CV,IMSS,Servicios,LA-050GYR998-E234-2021,,Servicios,08-06-2023,2021-12-13
2021,389120.0,2622551,BRITEG INSTRUMENTOS CIENTIFICOS SA DE CV,CINVESTAV,Instrumental medico,IA-011L4J996-E124-2021,,Adquisiciones,08-06-2023,2021-11-01
2022,1502800.0,2953368,JMC BIOMEDICA SA DE CV,NAY,Servicios,IA-918032996-E10-2022,,Servicios,08-06-2023,2022-02-12
2021,471106.1,2474605,TECNOLOGIA APLICADA EN MEDICINA SA DE CV,INCARD,,AA-012NCA001-E290-2021,,Adquisiciones,08-06-2023,2021-03-04
2022,32500.0,2833776,ROXANA RANGEL DELFIN,INECOL,Servicios,AA-03891Q001-E68-2022,,Servicios,08-06-2023,2022-10-08
2021,240000.0,2613511,YESSENIA BIBIANA GUIJON VELASCO,SSA,Servicios,AA-012000991-E304-2021,,Servicios,08-06-2023,2021-09-08
2022,43225800.0,2894289,CENTRAL MEDICA DE SUMINISTROS SA DE CV,ISSSTE,Lamparas,AA-051GYN020-E29-2022,,Adquisiciones,08-06-2023,2022-10-21
2021,38335.85,2520752,LAB TECH INSTRUMENTACION SA DE CV,IPICYT,Laboratorio,AA-03891W001-E133-2021,,Adquisiciones,08-06-2023,2021-06-07
2021,171295.0,2673017,LA SULTANA EQUIPOS CONTRA INCENDIO SA DE CV,IMSS,Servicios,LA-050GYR076-E98-2020,,Servicios,08-06-2023,2021-01-01
2021,1087.5,2666814,GRUPO BIOMYRE SC,IMSS,Consumibles,AA-050GYR082-E1-2021,,Adquisiciones,08-06-2023,2021-01-12
2021,210129.99,2613534,KYLMA SERVICIOS DE INGENIERIA SA DE CV,SSA,Servicios,AA-012000991-E305-2021,,Servicios,08-06-2023,2021-09-08
2022,39440.0,2758308,RODOLFO ANDRADE BARUCH,IPN,Servicios,AA-011B00001-E1842-2022,,Servicios,08-06-2023,2022-02-05
2022,2296699.08,2698225,PHILIPS MEXICO COMMERCIAL SA DE CV,INPSIQ,Servicios,AA-012M7F002-E9-2022,,Servicios,08-06-2023,2022-01-03
2022,1127000.0,2849718,MEDITIVA MEDICAL SA DE CV,IMSS,Consumibles,AA-050GYR020-E199-2022,,Adquisiciones,08-06-2023,2022-08-31
2022,31638100.0,2872535,DEWIMED SA,INSABI,Oftalmo,LA-012M7B997-E70-2022,,Adquisiciones,08-06-2023,2022-09-20
2022,125830.0,2946107,FUJIFILM DE MEXICO SA DE CV,INER,Consumibles,AA-012NCD001-E305-2022,,Adquisiciones,08-06-2023,2022-10-25
2021,41500.0,2627362,BIOELECTRONICA E INSTRUMENTOS RAFIR SA DE CV,INER,Laboratorio,AA-012NCD001-E537-2021,,Adquisiciones,08-06-2023,2021-10-12
2022,1589447.68,2935166,LUMAFESA S DE RL DE CV,ISSSTE,Terapia,AA-051GYN020-E94-2022,,Adquisiciones,08-06-2023,2022-12-23
2021,145428.0,2537450,ANTON PAAR MEXICO SA DE CV,IMP,Servicios,AA-018T0O004-E192-2021,,Servicios,08-06-2023,2021-06-15
2021,3582110.0,2473230,MICROTECNOLOGIA BIOMEDICA DE MEXICO SA DE CV,SEDENA,Servicios,LA-007000999-E79-2021,,Servicios,08-06-2023,2021-05-01
2021,320000.0,2537459,ELECTRONICA COM SA DE CV,IMP,Servicios,AA-018T0O004-E193-2021,,Servicios,08-06-2023,2021-06-10
2021,34382.0,2569090,MERCK SA DE CV,CINVESTAV,Consumibles,AA-011L4J995-E1016-2021,,Adquisiciones,08-06-2023,2021-09-07
2021,207800.0,2569285,SONOMEDICS SA DE CV,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2021,379950.5,2569310,TECNO COMERCIAL PAKTLI SA DE CV,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2021,12824269.0,2620328,HEALTHCARE SYSTEMS DE MEXICO SA DE CV,INCARD,Medicamentos,AA-012NCA001-E1191-2021,,Adquisiciones,08-06-2023,2021-10-11
2021,26345.0,2569337,VITER MEDICAL SA DE CV,IMSS,Consumibles,LA-050GYR037-E196-2021,,Adquisiciones,08-06-2023,2021-08-17
2022,2952000.0,2907395,MEDTRONIC S DE RL DE CV,INCARD,,LA-012NCA001-E819-2022,,Adquisiciones,08-06-2023,2022-03-11
2022,2059072.13,2907404,PROVEEDORA NACIONAL DE MEDICAMENTOS-PRONAMED,INCARD,Endoscopia,LA-012NCA001-E819-2022,,Adquisiciones,08-06-2023,2022-03-11
2021,51430.0,2664747,ARTURO DANIEL AMEZCUA MORA,INIFAP,Servicios,AA-008JAG999-E20-2021,,Servicios,08-06-2023,2021-12-31
2022,1580000.0,2903460,FEHLMEX SA DE CV,IMSS,Campana de flujo laminar,LA-050GYR040-E32-2022,,Adquisiciones,08-06-2023,2022-02-11
2021,103858.12,2635447,BIO-VIN SA DE CV,CIDETEQ,Sistemas,AA-03890K001-E107-2021,,Adquisiciones,08-06-2023,2021-10-28
2022,81000.0,2789404,YOLLOTL MEDICA SA DE CV,IMSS,Servicios,AA-050GYR076-E48-2022,,Servicios,08-06-2023,2022-11-03
2022,2700539.1,2851424,DEDUTEL EXPORTACIONES E IMPORTACIONES SA DE C,IPN,Rayos x,LA-011B00001-E2958-2022,,Adquisiciones,08-06-2023,2022-08-30
2021,3718023.36,2474984,AGILENT TECHNOLOGIES MEXICO S DE RL DE CV,SENASICA,Servicios,AA-008B00001-E49-2021,,Servicios,08-06-2023,2021-03-23
2022,11206.9,2901561,INGENIERIA EN EQUIPOS MEDICOS VALMA SA DE CV,IMSS,,AA-050GYR035-E181-2022,,Adquisiciones,08-06-2023,2022-09-14
2021,559774.74,2653874,INSTRUMEDICAL SA DE CV,INER,Monitoreo,AA-012NCD001-E587-2021,,Adquisiciones,08-06-2023,2021-12-14
2021,5861737.6,2653875,INSTRUMEDICAL SA DE CV,INER,Monitoreo,AA-012NCD001-E588-2021,,Adquisiciones,08-06-2023,2021-12-14
2022,100250.0,2891957,SOPORTE HOSPITALARIO CENTRAL SA DE CV,IMSS,Accesorios,AA-050GYR082-E88-2022,,Adquisiciones,08-06-2023,2022-09-19
2022,6675.9,2710193,HOSPITECNICA SA DE CV,IMSS,Consumibles,AA-050GYR020-E20-2022,,Adquisiciones,08-06-2023,2022-01-03
2022,273581.52,2881843,HEALTHCARE SYSTEMS DE MEXICO SA DE CV,IMSS,Servicios,AA-050GYR063-E81-2022,,Servicios,08-06-2023,2022-09-23
2021,1023417.6,2533496,BIOMEDICA RAROCH SA DE CV,ISSSTE,Servicios,IA-051GYN043-E18-2021,,Servicios,08-06-2023,2021-04-06
2021,1665472.63,2533506,BIOMEDICA RAROCH SA DE CV,ISSSTE,Servicios,IA-051GYN043-E17-2021,,Servicios,08-06-2023,2021-04-06
2021,5587340.0,2666323,TECNOLOGIA Y DISENO INDUSTRIAL SAPI DE CV,IMSS,Ortopedia,AA-050GYR082-E19-2021,,Adquisiciones,08-06-2023,2021-04-05
2022,360987.0,2867824,ABALAT SA DE CV,COFEPRIS,Servicios,LA-012S00001-E93-2022,,Servicios,08-06-2023,2022-09-23
2022,135000.0,2867825,TECHCOMP- LATINO SA DE CV,COFEPRIS,Servicios,LA-012S00001-E93-2022,,Servicios,08-06-2023,2022-09-23
2022,1865863.0,2867826,CENTRO TECNOLOGICO GRAMA SA DE CV,COFEPRIS,Servicios,LA-012S00001-E93-2022,,Servicios,08-06-2023,2022-09-23
2021,287000.0,2624892,SERVICIO E INTEGRACION BIOMEDICA DE MEXICO SA,IMSS,Instrumental quirurgico,AA-050GYR022-E130-2021,,Adquisiciones,08-06-2023,2021-04-24
2022,6709389.74,2867827,INOLAB ESPECIALISTAS DE SERVICIO SA DE CV,COFEPRIS,Servicios,LA-012S00001-E93-2022,,Servicios,08-06-2023,2022-09-23
2021,750720.0,2624921,IVG COMERCIALIZADORA SA DE CV,VER,Sistemas,AA-930001969-E25-2021,,Adquisiciones,08-06-2023,2021-10-28
2021,47300.0,2627378,CLIMATIZACION ESPECIALIZADA DEL NORESTE SA DE,INER,Consumibles,AA-012NCD001-E552-2021,,Adquisiciones,08-06-2023,2021-10-12
2021,213103.0,2475023,ANTON PAAR MEXICO SA DE CV,SENASICA,Servicios,AA-008B00001-E49-2021,,Servicios,08-06-2023,2021-03-23
